review,stemmed_review,final_login_verifikasi,final_efisiensi,final_layanan_pengguna,final_responsivitas
"Masa gak ada akses untuk lupa ID, malah cuma dikasih memo cek email pertama kali registrasi, ya kalau udh terhapus bagaimana mau cek","['akses', 'lupa', 'id', 'kasih', 'memo', 'cek', 'email', 'kali', 'registrasi', 'ya', 'hapus', 'cek']",0,1,0,0
Setelah diupdate jdi mkin gmpang app.nya... Udh gtu pake privy jdi gampang ttd buat banyak dokumen skaligus.. Nice...,"['diupdate', 'gmpang', 'appnya', 'pakai', 'gampang', 'ttd', 'dokumen', 'nice']",0,2,0,0
"Tidak bisa membaca eKTP, gagal verifikasi terus, aplikasi jelek","['baca', 'ektp', 'gagal', 'verifikasi', 'jelek']",1,1,0,0
Aplikasi bagus berguna buat tanda tangan digital,"['bagus', 'guna', 'tanda', 'tangan', 'digital']",0,2,0,0
"Aplikasnya berguna banget buat yang lagi butuh tanda tangan dokumen yang ga ribet, gampang juga pakai aplikasinya tampilan aplikasi sederhana jadi memudahkan pengguna ditambah lagi dengan fitur-fitur lengkap","['aplikasnya', 'guna', 'banget', 'butuh', 'tanda', 'tangan', 'dokumen', 'ribet', 'gampang', 'pakai', 'aplikasi', 'tampil', 'sederhana', 'mudah', 'guna', 'tambah', 'fiturfitur', 'lengkap']",0,2,0,0
"Aplikasinya bagus dan mudah d pahami ,, tanda tangan jadi lebih gampang","['aplikasi', 'bagus', 'mudah', 'paham', 'tanda', 'tangan', 'gampang']",0,2,0,0
Sangat simpel ya apk nya setelah update bisa dipakai tanda tangan recommended banget,"['simpel', 'ya', 'apk', 'nya', 'update', 'pakai', 'tanda', 'tangan', 'recommended', 'banget']",0,2,0,0
The loading just takes forever!! Open one page could take 1 minute!! Can imagine if we need to sign 100 documents? Please fix it,"['the', 'loading', 'just', 'takes', 'forever', 'open', 'one', 'page', 'could', 'take', 'mute', 'can', 'imagine', 'if', 'we', 'need', 'sign', 'documents', 'please', 'fix']",0,0,0,1
"Sangat bermanfaat sekali buat saya, simple mudah digunakan untuk pekerjaan saya, lanjutkan tingkatkan terus 👍","['manfaat', 'simple', 'mudah', 'kerja', 'lanjut', 'tingkat']",0,2,0,0
ini apk bagus bgt sangat mempermudah membuat dokumen dengan adanya fitur tanda tangan digital ini no ribet ribet,"['apk', 'bagus', 'banget', 'mudah', 'dokumen', 'fitur', 'tanda', 'tangan', 'digital', 'no', 'ribet', 'ribet']",0,2,0,0
sekarang tanda tangan nya jadi unlimited dan aktivitasi nya jadi mudah langsung dapet free trial,"['tanda', 'tangan', 'nya', 'unlimited', 'aktivitas', 'nya', 'mudah', 'langsung', 'free', 'trial']",0,2,0,0
"Aplikasinya tambah bagus setelah diupdate, tanda tangan juga lebih mudah sekarang. Thanks ya privy","['aplikasi', 'bagus', 'diupdate', 'tanda', 'tangan', 'mudah', 'thanks', 'ya']",0,2,0,0
"Aktivasinya mudah banget, nggak ribet jadinya. Dapat trial tanda tangan secara gratis jg, the best 👍💯","['aktivasinya', 'mudah', 'banget', 'ribet', 'trial', 'tanda', 'tangan', 'gratis', 'the', 'best']",0,2,0,0
Tanda tangan jadi simpel dan bisa dimanapun dengan aplikasi ini... Good job,"['tanda', 'tangan', 'simpel', 'mana', 'good', 'job']",0,2,0,0
"Sekarang tanda tangan nya jadi unlimited, thanks privy","['tanda', 'tangan', 'nya', 'unlimited', 'thanks']",0,2,0,0
"Suka bgt sama apk dg updatean terbarunya, tanda tangan jd lebih mudah dan unlimited pula.. mantap","['suka', 'banget', 'apk', 'updatean', 'baru', 'tanda', 'tangan', 'mudah', 'unlimited', 'mantap']",0,2,0,0
"aplikasinya bagus sekali, sangat mempermudah dalam tanda tangan secara digital, rekomen untuk di download!","['aplikasi', 'bagus', 'mudah', 'tanda', 'tangan', 'digital', 'rekomen', 'download']",0,2,0,0
"Jelek tidak responsif, verifikasi AI gagal terus","['jelek', 'responsif', 'verifikasi', 'ai', 'gagal']",1,0,0,1
"Ntah apa yg terjadi saya sudah registrasi akun baru, ketika saya ingin verifikasi akun malah terbuat akun baru padahal ada dokumen yg harus di ttd di akun lama, ketika ditanya sama customer service tidak membantu sama sekali jawabannya, solusi tidak ada,","['registrasi', 'akun', 'verifikasi', 'akun', 'buat', 'akun', 'dokumen', 'ttd', 'akun', 'customer', 'service', 'bantu', 'jawab', 'solusi']",1,0,1,0
Mantap aplikasi nya memudahkan administrasi,"['mantap', 'nya', 'mudah', 'administrasi']",0,2,0,0
Tambah berat sering eror,"['berat', 'eror']",0,0,0,1
"I ve been using privy for years as a personal and also enterprise. Lately privyid update it s software. However, after the update even simple signing a document becomes more complicated: i ve to do maybe more than 10 clicks here n there. Previously less than 5 clicks. I Hate this change 😔","['i', 've', 'been', 'using', 'for', 'years', 'as', 'a', 'personal', 'and', 'also', 'enterprise', 'lately', 'update', 'si', 'software', 'however', 'after', 'the', 'update', 'even', 'simple', 'signing', 'a', 'document', 'becomes', 'more', 'complicated', 'i', 've', 'maybe', 'more', 'tahan', 'clicks', 'here', 'n', 'there', 'previously', 'less', 'tahan', 'clicks', 'i', 'hate', 'this', 'change']",0,1,0,0
Wihhh pas banget Nemu apk macem privy enak bgt buat TTD online ga perlu ribet2 edit lagi dehhh makasih privyy,"['wih', 'pas', 'banget', 'nemu', 'apk', 'enak', 'banget', 'ttd', 'online', 'ribet', 'edit', 'deh', 'terima kasih', 'privyy']",0,2,0,0
"Setelah update, jadi makin mudah nih buat bikin tanda tangan digital di privy","['update', 'mudah', 'nih', 'bikin', 'tanda', 'tangan', 'digital']",0,2,0,0
"Updatenya Makin Bagus Aja, Mantep Dev Tingkatin Lagi ya 🥳","['updatenya', 'bagus', 'mantap', 'dev', 'tingkatin', 'ya']",0,2,0,0
"update yg sangat berguna bagi aku yang memerlukan apk ini, thanks developer","['update', 'guna', 'apk', 'thanks', 'developer']",0,2,0,0
"Akhirnya Privy muncul fitur terbaru buat akses tanda tangan tanpa batas, dan setelah di update jadi lebih simple pakainya, thank you Privy!!!!!","['muncul', 'fitur', 'baru', 'akses', 'tanda', 'tangan', 'batas', 'update', 'simple', 'pakai', 'thank', 'you']",0,2,0,0
"aplikasi yang sangat membantu tanda tangan digital, sudah di update semakin simpel flownya, thanks ya","['bantu', 'tanda', 'tangan', 'digital', 'update', 'simpel', 'flownya', 'thanks', 'ya']",0,2,0,0
"Sangat membantu untuk tanda tangan banyak dokumen, sudah di update jadi semakin canggih","['bantu', 'tanda', 'tangan', 'dokumen', 'update', 'canggih']",0,2,0,0
"aplikasi yg menurut sya sangat bagus, krna memudahkan sya untun tanda tangan jauh lebih mudah dan simple. Semoga kedepannya tetep bagus kayak gini","['bagus', 'mudah', 'untun', 'tanda', 'tangan', 'mudah', 'simple', 'moga', 'depan', 'bagus', 'kayak']",0,2,0,0
"Sekarang bisa pake fitur tanda tangan tanpa batas, gak perlu repot top up lagi deh.","['pakai', 'fitur', 'tanda', 'tangan', 'batas', 'repot', 'top', 'up', 'deh']",0,2,0,0
"Senang banget dengan aplikasi privat ini, tanda tangan menggunakan cara digital lebih memudahkan kita untuk menggunakannya serta ada fitur-fitur didalamnya seperti fitur chat dan scan QR dan lain-lainnya,login nya pun mudah tidak sulit,saya senang sekali menggunakan aplikasi ini terimakasih privy","['senang', 'banget', 'privat', 'tanda', 'tangan', 'digital', 'mudah', 'guna', 'fiturfitur', 'dalam', 'fitur', 'chat', 'scan', 'qr', 'lainlainnyalogin', 'nya', 'mudah', 'sulitsaya', 'senang', 'terimakasih']",2,2,0,0
"Deteksi wajah gagal mulu, ribet","['deteksi', 'wajah', 'gagal', 'mulu', 'ribet']",1,0,0,0
"mau foto verifikasi wajah, selalu gelap katanya, pada hal di siang hari ditempat terang terbuka, entah apa maksudnya? Lsg saya hapus aplikasi","['foto', 'verifikasi', 'wajah', 'gelap', 'siang', 'tempat', 'terang', 'buka', 'maksud', 'langsung', 'hapus']",1,0,0,0
"Sudah Beli, sertifikat digital, ehh malah ga bisa, uang udah masuk ke sana, tapi sertifikat digital ga ada, adakah nomor CS","['beli', 'sertifikat', 'digital', 'eh', 'uang', 'masuk', 'sertifikat', 'digital', 'ada', 'nomor', 'cs']",0,0,0,1
Sementara bintang dua dulu y karena aplikasi ini berkali-kali sampai bosen belum bisa verifikasi wajah. Lebih mudah dan sangat membantu sewaktu masih bisa diakses di browser. Maaf jujur🙏 Semoga segera ada perbaikan,"['bintang', 'ya', 'berkalikali', 'bosan', 'verifikasi', 'wajah', 'mudah', 'bantu', 'akses', 'browser', 'maaf', 'jujur', 'moga', 'baik']",1,1,0,0
Saya sudah lolos bekerja di Alfamart dan langkah selanjutnya tinggal tanda tangan di privyid tapi selalu gagal dan saya sudah lapor menunggu 2 minggu padahal katanya 2x24 jam dan ketika saya livechat untuk memastikan jawabannya sama menunggu 2x24 jam sampai 3x. Dan sekarang saya menyerah untuk laporan lagi dan saya kehilangan kerjaan saya di Alfamar gara gara aplikasi rusak seperti ini. Bisa bisanya PT segede Alfamart kerja sama dengan aplikasi Rusak,"['lolos', 'alfamart', 'langkah', 'tinggal', 'tanda', 'tangan', 'gagal', 'lapor', 'tunggu', 'minggu', 'kali', 'jam', 'livechat', 'jawab', 'tunggu', 'kali', 'jam', 'kali', 'serah', 'lapor', 'hilang', 'kerja', 'alfamar', 'gara', 'gara', 'rusak', 'bisa', 'pt', 'gede', 'alfamart', 'kerja', 'rusak']",0,1,1,0
Cukup bagus mohon di perbaiki lagi jika update supaya tidak ada bug terima kasih 🙏🏻,"['bagus', 'mohon', 'baik', 'update', 'bug', 'terima', 'kasih']",0,0,0,1
Saya ketika SDH mengisi verifikasi terus di alihkan ke foto kenapa di setiap saya mau foto berkali2 selalu gagal padahal saya selalu ikutin perintah nya selalu foto saya di anggap gagal padahal cahaya dan perintah nya selalu saya ikutin mohon di perbaiki,"['isi', 'verifikasi', 'alih', 'foto', 'foto', 'kali', 'gagal', 'ikut', 'perintah', 'nya', 'foto', 'anggap', 'gagal', 'cahaya', 'perintah', 'nya', 'ikut', 'mohon', 'baik']",1,0,0,0
"Setelah aplikasi di up date, verifikasi wajah selalu gagal di Samsung S24. Helpdeskprivy juga tdk bisa menyelesaikan masalah.","['up', 'date', 'verifikasi', 'wajah', 'gagal', 'samsung', 'si', 'helpdeskprivy', 'selesai']",1,0,1,0
Setelah di update kenapa jdi keluar² sendiri ini knp ya,"['update', 'ya']",0,0,0,1
"aplikasi nya gak bisa masuk, sering force close, sama pas lagi verifikasi muka sama ktp sering banget error","['nya', 'masuk', 'force', 'close', 'pas', 'verifikasi', 'muka', 'ktp', 'banget', 'error']",1,0,0,1
Tidak bisa verifikasi wajah jadi tidak bisa dipakai app nya,"['verifikasi', 'wajah', 'pakai', 'app', 'nya']",1,0,0,0
"Bagaimana mau berkembang, kalau update aplikasi menjadi semakin tidak membantu Live chatt juga tidak ada bantuan apa"", hanya di minta mengirim screenshot dan tidak ada bantuan Respon yg di minta tidak membantu sekali, Saran saja, JANGAN DI PERSULIT JIKA TIDAK BISA MEMBANTU","['kembang', 'update', 'bantu', 'live', 'chatt', 'bantu', 'kirim', 'screenshot', 'bantu', 'respon', 'bantu', 'saran', 'sulit', 'bantu']",0,1,1,0
Makin ribet foto gagal trus,"['ribet', 'foto', 'gagal']",1,1,0,0
"Parah gak bisa masuk,kirim otp ke no gak ada otp","['parah', 'masukkirim', 'otp', 'no', 'otp']",1,0,0,0
Aplikasinya cacat mau daftar aja banyak betul bugnya respon nya jelek mau ambik foto aja buat vertivikasi eror terus padahal jaringan bagus bagusnya,"['aplikasi', 'cacat', 'daftar', 'bugnya', 'respon', 'nya', 'jelek', 'ambik', 'foto', 'vertivikasi', 'eror', 'jaring', 'bagus', 'bagus']",1,0,0,1
HABIS UPDATE MALAH JELEK. VERIFIKASI WAJAH GAK BISA TERUS. MEMBOSANKAN!!!! TIM IT TOLONG GANTI YG LAIN AJA,"['habis', 'update', 'jelek', 'verifikasi', 'wajah', 'bosan', 'tim', 'tolong', 'ganti']",1,0,0,0
"update terbaru meresahkan, deteksi wajah selalu gagal, bagus yg versi lama.","['update', 'baru', 'resah', 'deteksi', 'wajah', 'gagal', 'bagus', 'versi']",1,0,0,0
Aplikasi yang sangat melelahkan. Selalu gagal saat verifikasi wajah. Sudah dua hari gagal terus. Padahl sudah dengan pencahayaan yang lebih dari cukup. Lantas dasar nya apa kok gagal terus?,"['lelah', 'gagal', 'verifikasi', 'wajah', 'gagal', 'cahaya', 'lantas', 'dasar', 'nya', 'gagal']",1,1,0,0
Abis update kok verifikasi ulang. Mau foto selalu bilang terlalu gelap. Padahal saya dibawah lampu yang cukup terang. Di aplikasi camera wajah saya terlihat terang dan jelas. Kenapa pada saat saya pakai aplikasi privy id kamera saya jadi gelap sekali,"['habis', 'update', 'verifikasi', 'ulang', 'foto', 'bilang', 'gelap', 'bawah', 'lampu', 'terang', 'camera', 'wajah', 'terang', 'pakai', 'id', 'kamera', 'gelap']",1,0,0,0
Kenapa saya selalu gagal meng-upload ktp saya?foto ini bukn e - ktp,"['gagal', 'mengupload', 'ktp', 'sayafoto', 'e', 'ktp']",1,0,0,1
Capek aku suruh foto e-ktp tpi gagal terus,"['capek', 'suruh', 'foto', 'ektp', 'gagal']",1,0,0,0
TIDAK ADA SOLUSI DARI CS TERKAIT BJIR LA,"['solusi', 'cs', 'kait', 'bjir']",0,0,1,0
Privy.id sialan skrg di buat susah kalo lupa email,"['sial', 'susah', 'kalo', 'lupa', 'email']",1,0,0,0
Knp sudah terdaftar tidak bz masuk lg.yg ada berbalik balik trZ..,"['daftar', 'masuk', 'lgyg', 'balik', 'trz']",1,0,0,0
Ku kira makin di upadate makin keren lah ya.. Ternyata makin kayak sampah. Makin payah menggunalan nya. Di tambah pulak chat nya robot yg bodoh nya minta ampun. Min min. Aplikasi mu kok ya makin ancur sihhh...,"['ku', 'upadate', 'keren', 'ya', 'kayak', 'sampah', 'payah', 'menggunalan', 'nya', 'chat', 'nya', 'robot', 'bodoh', 'nya', 'ampun', 'min', 'min', 'mu', 'ya', 'hancur', 'sih']",0,1,1,0
"Tim ITnya payah. Belum siap update tapi sdh update. Verifikasi wajah susah, tdk bisa baca ktp, menu banyak loading trs","['tim', 'itnya', 'payah', 'update', 'update', 'verifikasi', 'wajah', 'susah', 'baca', 'ktp', 'menu', 'loading']",1,0,0,1
"Pas Veriikasi wajah ngga bisa, disuruh senyum, angguk2, kedip mata, ngga ada yg bisa.. Hadduh","['pas', 'veriikasi', 'wajah', 'suruh', 'senyum', 'angguk', 'kedip', 'mata', 'hadduh']",1,0,0,0
"Aplikasi tolol,update bukannya tambah fitur atau apa malah ngulang input data dari awal lagi....","['tololupdate', 'fitur', 'ngulang', 'input', 'data']",1,0,0,0
Apk bangk3 mau update pengkinian data aja susahnya mnta ampun . Pas upload foto selfi sesalu gagal.. assu0 tenan,"['apk', 'bangk', 'update', 'kini', 'data', 'susah', 'ampun', 'pas', 'upload', 'foto', 'selfi', 'sesalu', 'gagal', 'assu', 'tenan']",1,0,0,1
"Proses registrasi tidak jelas, selalu gagal terus. Live chat dan customer service nya juga sangat tidak membantu, tidak ada solusi","['proses', 'registrasi', 'gagal', 'live', 'chat', 'customer', 'service', 'nya', 'bantu', 'solusi']",1,0,1,0
Aplikasinya gak bisa di verifikasi,"['aplikasi', 'verifikasi']",1,0,0,0
perbaiki sistemnya biar verifikasi ga sulit,"['baik', 'sistem', 'biar', 'verifikasi', 'sulit']",1,0,0,0
"Aplikasi parah sudah verifikasi tahun kemarin skeng harus ulang lagi , super ribet","['parah', 'verifikasi', 'kemarin', 'skeng', 'ulang', 'super', 'ribet']",1,1,0,0
"Dear Privy ini kenapa ya saya disuruh update data tapi pada saat Face detection error terus. Sudah tiga device saya pakai Iphone 7 plus, iphone 13, redmi 9t. Semua kasusnya sama. Saya kasih bintang 1 ya. Gara2 masalah ini saya terancam kehilangan revenue cukup besar.","['dear', 'ya', 'suruh', 'update', 'data', 'face', 'detection', 'error', 'device', 'pakai', 'iphone', 'plus', 'iphone', 'redmi', 't', 'kasus', 'kasih', 'bintang', 'ya', 'gara', 'ancam', 'hilang', 'revenue']",1,0,0,0
Aplikasinya Lemot. Mau verivikasi doang dibikin susah.,"['aplikasi', 'lot', 'verivikasi', 'doang', 'bikin', 'susah']",1,0,0,1
Harus verifikasi tapi susah di verifikasi wajah. Aneh.,"['verifikasi', 'susah', 'verifikasi', 'wajah', 'aneh']",1,0,0,0
"Abis update, 
Verif ulang
Gabisa masuk enterprise
Kontak hilang
And many moreee","['habis', 'update', 'verif', 'ulang', 'enggak bisa', 'masuk', 'enterprise', 'kontak', 'hilang', 'and', 'many', 'moreee']",1,0,0,1
"tolong untuk verifikasi klau gak kenal org jgn sok kenal, mau verifikasi wajah susah sekali, aplikasi ini membantu kerja tapi verifikasi yg TDK masuk akal","['tolong', 'verifikasi', 'kenal', 'orang', 'sok', 'kenal', 'verifikasi', 'wajah', 'susah', 'bantu', 'kerja', 'verifikasi', 'masuk', 'akal']",1,0,0,0
"APLIKASI GA JELAS. GAGAL MULU HERANN. JARINGAN GUA UDAH KENCENG HP SPEK GAHAR. TETEP AJA GAGAL MULU REGISTRASI NYA HADUH BANGETT, NIAT BIKIN APLIKASI GA LU?","['gagal', 'mulu', 'herann', 'jaring', 'gua', 'kencang', 'hp', 'spek', 'gahar', 'gagal', 'mulu', 'registrasi', 'nya', 'aduh', 'banget', 'niat', 'bikin', 'lu']",1,0,0,0
Update yang terbaru jadi muter2 dan minta pengkinian tapi update foto tidak terdeteksi terus,"['update', 'baru', 'muter', 'kini', 'update', 'foto', 'deteksi']",1,0,0,1
"Aplikasi sangat bangus sekali. cuma kenapa dalam proses registrasi setelah upload tanda pengenal, swa foto kedip-kedipan mata, dan Senyum senyum dulu tetap akun saya belum terverifikasi jadi belum bisa login hingga saat anda membaca ulasan ini.","['bangus', 'proses', 'registrasi', 'upload', 'tanda', 'kenal', 'swa', 'foto', 'kedipkedipan', 'mata', 'senyum', 'senyum', 'akun', 'verifikasi', 'login', 'baca', 'ulas']",1,2,0,0
"Tolong QA nya diperhatikan, ini mau verif wajah buat ttd kontrak kerja kenapa gagal terus, aneh bet sue","['tolong', 'qa', 'nya', 'perhati', 'verif', 'wajah', 'ttd', 'kontrak', 'kerja', 'gagal', 'aneh', 'banget', 'sue']",1,0,0,0
Saya sudah lakukan foto KTP dan Data Personal sudah sesuai dan pada saat klik lanjutkan ada pesan maaf terjadi kesalahan padahal jaringan Internetnya Normal. Tolong di Bantu jangan di persulit,"['laku', 'foto', 'ktp', 'data', 'personal', 'sesuai', 'klik', 'lanjut', 'pesan', 'maaf', 'salah', 'jaring', 'internetnya', 'normal', 'tolong', 'bantu', 'sulit']",1,0,0,1
Bolak-balik ganti password kok masih tetap ngga bisa masuk? Gimana?,"['bolakbalik', 'ganti', 'password', 'masuk']",1,0,0,0
Kenapa lama.kali verifikasi nyaa,"['lamakali', 'verifikasi', 'nya']",1,0,0,0
"Selfi sampe puluhan kali gagal terus, ganti hp ganti provider, pake wifi masih juga.. Error 0 Kamu tau eek gak,ya kamu apps eek","['selfi', 'puluh', 'kali', 'gagal', 'ganti', 'hp', 'ganti', 'provider', 'pakai', 'wifi', 'error', 'tau', 'eek', 'gakya', 'apps', 'eek']",1,0,0,1
Gak bisa vrivikasi wajah,"['vrivikasi', 'wajah']",1,0,0,0
Pas photo shelvy sangat susah sekali apalagi kalo malam,"['pas', 'photo', 'shelvy', 'susah', 'kalo', 'malam']",1,0,0,0
Mohon maaf saya sudh lebih dari 2jam blm terproses vrevikasi mohon bisa di batu??,"['mohon', 'maaf', 'jam', 'proses', 'vrevikasi', 'mohon', 'batu']",1,0,0,0
"Ket deteksi liveness terus , sedang ada perbaikan terus diulang ulang ga jadi jadi","['ket', 'deteksi', 'liveness', 'baik', 'ulang', 'ulang']",1,0,0,1
Mutar gajelas di halaman daftar,"['mutar', 'enggak jelas', 'halaman', 'daftar']",1,0,0,0
pelayanan bagus dan semoga manfaat,"['layan', 'bagus', 'moga', 'manfaat']",0,2,2,0
Helpdesk ga membantu samsek,"['helpdesk', 'bantu', 'samsek']",0,0,1,0
"Dipendaftaran blm disuruh buat kata sandi tapi pas mau masuk login kenapa GK bisa buat kata sandi ,padahalkan sebelumnya blm diminta kata sandi .bgmn ini","['daftar', 'suruh', 'sandi', 'pas', 'masuk', 'login', 'sandi', 'padahal', 'sandi']",1,0,0,0
"Aplikasi yang membuat oranglain tambah susah, swafoto nya susah bgt, sekali nya bisa malah gagal, selalu di suruh ulang. Tolong dong min diperbaiki lagi, jangan bikin orang sengsara.","['oranglain', 'susah', 'swafoto', 'nya', 'susah', 'banget', 'nya', 'gagal', 'suruh', 'ulang', 'tolong', 'min', 'baik', 'bikin', 'orang', 'sengsara']",1,1,0,0
"Saya tidak bisa setting password saya, dari awal daftar tidak dikirim email untuk setting password, jadi saya tidak tau password saya sendiri. Sudah menghubungi cs Pryvi namun masih belum ada tanggapan.","['setting', 'password', 'daftar', 'kirim', 'email', 'setting', 'password', 'tau', 'password', 'hubung', 'cs', 'pryvi', 'tanggap']",1,0,1,0
Ada apa dgn privy tiba saja saya saya tidak bisa melakukan selfi wajah untu perbarui data,"['selfi', 'wajah', 'untu', 'baru', 'data']",1,0,0,0
Ntah kenapa tidak bisa ganti password. Masuk angin . Sudah 10× gagal terus dari via konfirmasi email 😌,"['ganti', 'password', 'masuk', 'angin', 'gagal', 'via', 'konfirmasi', 'email']",1,0,0,0
"Aplikasi sampah pencuri data, lupa pasword silahkan ganti padahal sejak awal belum ada buat pasword","['sampah', 'curi', 'data', 'lupa', 'pasword', 'sila', 'ganti', 'pasword']",1,0,0,0
Update verifikasi wajahnya keren abis. Jadi lebih gampang kalau mau ganti email. Mantappp👍,"['update', 'verifikasi', 'wajah', 'keren', 'habis', 'gampang', 'ganti', 'email', 'mantap']",2,0,0,0
"Maaf kenapa waktu verif wajah gabisa ya akses ke kamera, padahal waktu scan ktp bisa","['maaf', 'verif', 'wajah', 'enggak bisa', 'ya', 'akses', 'kamera', 'scan', 'ktp']",1,0,0,0
"CS nya kacau, ngulang-ngulang percakapan, data yang udah ada / udah dikirim diminta lagi terus berkali-kali, chatnya langsung diclose sebelum issuenya solved, memberi perintah yang gak ada possible dilakukan dari fitur aplikasinya. Gak solving problem. Manager CS nya harus dieval itu, kerjanya cuma sesuai SOP, gak ngeliat real case di lapangan.","['cs', 'nya', 'kacau', 'ngulangngulang', 'cakap', 'data', 'kirim', 'berkalikali', 'chatnya', 'langsung', 'diclose', 'issuenya', 'solved', 'perintah', 'possible', 'fitur', 'aplikasi', 'solving', 'problem', 'manager', 'cs', 'nya', 'dieval', 'kerja', 'sesuai', 'sop', 'real', 'case', 'lapang']",0,0,1,0
Susah verifikasi wajah,"['susah', 'verifikasi', 'wajah']",1,0,0,0
"Ini gimana sii sandi salah mulu padahal sandi sudah bener, sudah ganti sandi beberapa kali masih aja tetep salah aplikasi rusak","['sih', 'sandi', 'salah', 'mulu', 'sandi', 'ganti', 'sandi', 'kali', 'salah', 'rusak']",1,0,0,0
Diminta swafoto tapi gagal terus berkali2.. mau update sertifikat katanya sudah expired tp ribetnya bukan main.. buang-buang waktu. Tolong perbaiki privy! Mandatory ke banyak company harus pakai privy tp kualitasnya masih begini!,"['swafoto', 'gagal', 'kali', 'update', 'sertifikat', 'expired', 'ribetnya', 'main', 'buangbuang', 'tolong', 'baik', 'mandatory', 'company', 'pakai', 'kualitas']",1,1,0,0
ini apl fhoto ngak jelas banget penipu ini apl,"['apl', 'foto', 'banget', 'tipu', 'apl']",1,0,0,0
"Live chat langsung di aplikasi tidak tersedia, pelayanan sangat buruk, verivakis memakan waktu sangat lama apalagi yang sempat terkendala pas jaringan error.. mohon lebih diperbaiki","['live', 'chat', 'langsung', 'sedia', 'layan', 'buruk', 'verivakis', 'makan', 'kendala', 'pas', 'jaring', 'error', 'mohon', 'baik']",1,0,1,1
"Swafoto sangat susah, petunjuk terkadang ada,terkadang tidak,sudah mengikuti instruksi,ditempat terang,buka masker dan lain2,tapi tetap gagal,suruh mencoba lagi namun sesi sudah gagal beberapa kali,jadi harus nunggu lagi beberapa saat..🥺","['swafoto', 'susah', 'tunjuk', 'terkadang', 'adaterkadang', 'tidaksudah', 'ikut', 'instruksiditempat', 'terangbuka', 'masker', 'laintapi', 'gagalsuruh', 'coba', 'sesi', 'gagal', 'kalijadi', 'tunggu']",1,0,0,0
"Susah buat swapfoto gagal teus.., perbaiki jgn lama lagi genting buat masuk kerja syarat pake apk ini tapi gak bs diharapkan..","['susah', 'swapfoto', 'gagal', 'teus', 'baik', 'genting', 'masuk', 'kerja', 'syarat', 'pakai', 'apk', 'harap']",1,0,0,0
Help desk 2 sangat membantu,"['help', 'desk', 'bantu']",0,0,2,0
"Masa Sudah Di Tempat Terang Tetap Aja Privasi Fhoto Gagal,Padahal Udah Di Tempat Terang Lo GI Mana Si Tolong Di Perbaiki Lagi Aplikasinya Ini Saya Sudah 25x Fhoto Tetap Aja Nga Bisa","['terang', 'privasi', 'foto', 'gagalpadahal', 'terang', 'lo', 'gi', 'sih', 'tolong', 'baik', 'aplikasi', 'kali', 'foto']",1,0,0,0
Kecewa sekali. Mau update sertifikasi gagal terus di akhir. Agent hotline live chat lama tidak respon pilih wa nomor tidak terdaftar. Gokillll,"['kecewa', 'update', 'sertifikasi', 'gagal', 'agent', 'hotline', 'live', 'chat', 'respon', 'pilih', 'wa', 'nomor', 'daftar', 'gokillll']",0,1,1,0
Mempermudah dan terverifikasi,"['mudah', 'verifikasi']",2,2,0,0
Tolong kode pengesahan untuk pendaftaran akun brimo. Semua proses sudah di lakukan tinggal proses pengesahan yang belum di selesaikan karena menunggu privyid mengirimkan kode pengesahan dalam bentuk sms tapi tidak muncul,"['tolong', 'kode', 'kesah', 'daftar', 'akun', 'brimo', 'proses', 'laku', 'tinggal', 'proses', 'kesah', 'selesai', 'tunggu', 'kirim', 'kode', 'kesah', 'bentuk', 'sms', 'muncul']",1,0,0,0
aplikasi ga jelas. luemot nya superr. mau perubahan no TLP aja gagal terus scan wajah.,"['luemot', 'nya', 'superr', 'ubah', 'no', 'telepon', 'gagal', 'scan', 'wajah']",1,0,0,1
Login aja susah.. LOH PIYEEE..????,"['login', 'susah', 'loh', 'piyeee']",1,0,0,0
"Yang bener aja ini mau swafoto susah amat,,gagal terus Tolong di bikin mudah lah swafotonya jadi susah mau daftar","['swafoto', 'susah', 'amatgagal', 'tolong', 'bikin', 'mudah', 'swafotonya', 'susah', 'daftar']",1,0,0,0
Disuruh ambil swafoto salah terus,"['suruh', 'ambil', 'swafoto', 'salah']",1,0,0,0
Foto KTP dah bagus ulang aja terus,"['foto', 'ktp', 'deh', 'bagus', 'ulang']",1,0,0,0
"Saya udah coba dari 3 hape yang berbeda, tetap saja pas swafoto gagal mulu. padahal pencahayaan dan kamera sudah baik. kenapa ini? error mulu tgl 16 Februari","['coba', 'hape', 'beda', 'pas', 'swafoto', 'gagal', 'mulu', 'cahaya', 'kamera', 'error', 'mulu', 'tanggal', 'februari']",1,0,0,1
"Astaga parah ni aplikasi untuk swapfoto tidak bisa"" gak rekomen","['astaga', 'parah', 'nih', 'swapfoto', 'rekomen']",1,0,0,0
"sangat baik , respon yg sangat baik",['respon'],0,0,2,0
"Aplikasi belum siap udah diluncurkan mau foto aja gk bisa gagal terus, kalo blm mampuh jgn ada di playsore malu2in aja","['luncur', 'foto', 'gagal', 'kalo', 'mampuh', 'playsore', 'maluin']",1,0,0,0
