review,stemmed_review,login_verifikasi_1,login_verifikasi_2,login_verifikasi_3,final_login_verifikasi,efisiensi_1,efisiensi_2,efisiensi_3,final_efisiensi,layanan_pengguna_1,layanan_pengguna_2,layanan_pengguna_3,final_layanan_pengguna,responsivitas_1,responsivitas_2,responsivitas_3,final_responsivitas
"Pengalaman saya sama persis dengan yg komen di bawah saya, Sudah daftar dan terverifikasi, sampai coba reset pasword selalu berhasil verifikasi ke email yg di daftarkan , tetapi saat login selalu tidak Bisa, status ""PrivyId Tidak Ditemukan"", tolong di perbaikin dulu System nya sebelum release, lakukan uji coba dari segala hal Fitur yg akan di gunakan, agar tidak mengecewakan user atau calon user.","['alam', 'persis', 'komen', 'daftar', 'verifikasi', 'coba', 'reset', 'pasword', 'hasil', 'verifikasi', 'email', 'daftar', 'login', 'status', 'temu', 'tolong', 'baik', 'system', 'nya', 'release', 'laku', 'uji', 'coba', 'fitur', 'kecewa', 'user', 'calon', 'user']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Case yg saya alami tidak jauh berbeda dg customers lain yg ada diantaranya. Yg terpenting pastikan email active & konfirmasikan keluhan via chat yg tertera. Kemudian CS.PrivyID akan senantiasa membantu. Alhasilpun sangat baik. Semoga case customers lainnya juga dapat teratasi. Terimakasih banyak @PrivyID atas kerjasamanya.,"['case', 'alami', 'beda', 'customers', 'penting', 'pasti', 'email', 'active', 'konfirmasi', 'keluh', 'via', 'chat', 'tera', 'csprivyid', 'senantiasa', 'bantu', 'alhasil', 'moga', 'case', 'customers', 'atas', 'terimakasih', 'kerjasamanya']",0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0
beres register ga bisa login jg parah,"['beres', 'register', 'login', 'parah']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"sy tidak bs msk walapun sdh 2x registrasi, user dan psswrdnya pun tidak sy terima....mohon infonya dong","['masuk', 'walapun', 'kali', 'registrasi', 'user', 'psswrdnya', 'terimamohon', 'info']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
lama amat verifikasinya,['verifikasi'],1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
sekarang agak ribet conectionnya susah.admin mohon d bantu....??,"['ribet', 'conectionnya', 'susahadmin', 'mohon', 'bantu']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
aplikasi apaan susa dibuka pindah2 tempat jg ga ada jaringan aplikasi sampah ko mw y akulalaku pake aplikasi ini bintang 000000,"['susa', 'buka', 'pindah', 'jaring', 'sampah', 'ya', 'akulalaku', 'pakai', 'bintang']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"untuk daftar aja ga pernah bisa"" slalu nocnection.. aplikasi macam apa ini.. kecewa","['daftar', 'nocnection', 'kecewa']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
saya sudah email 2x tdk ada balasan dsn nomer saya belum diganti memangnya brapa hari utk proses penggantian no hp?,"['email', 'kali', 'balas', 'dsn', 'nomer', 'ganti', 'memang', 'proses', 'ganti', 'no', 'hp']",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
lama sekali proses ferifikasinay lagi bururu nie.. gimana sih aplikasi lemot mana id akun privyid saya woy buruan napa di kirim.. gedek bgt dh sama ni aplikasi.. kalo ngg karna berhubungan dngn akulaku nasi bgt gw pake ni aplikasi,"['proses', 'ferifikasinay', 'bururu', 'sih', 'lot', 'id', 'akun', 'woy', 'buru', 'kirim', 'gedek', 'banget', 'dah', 'nih', 'kalo', 'hubung', 'dngn', 'nasi', 'banget', 'gue', 'pakai', 'nih']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
"id nya pakai apa sih? pakai e-mail atau apa ya login gagal terus, dah reset password masih gagal juga.","['id', 'nya', 'pakai', 'sih', 'pakai', 'email', 'ya', 'login', 'gagal', 'deh', 'reset', 'password', 'gagal']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"maaf saya mau tanya, saya udah daftarin ke privyID tapi ga bisa di regristrasi ya,di situ ada tulisana email & no saya sudah terdaftar di akulaku. terus saya jg daftarin di akulaku saya ga bisa, kata ny email ny salah padahal udh bener semua, sya jdi bingung, tolong di bantu gimana cara ny","['maaf', 'daftarin', 'regristrasi', 'yad', 'situ', 'tulisana', 'email', 'no', 'daftar', 'daftarin', 'nya', 'email', 'nya', 'salah', 'bingung', 'tolong', 'bantu', 'nya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
masuk gak bisa2 pasword uda betul... tapi nama id gak bisa,"['masuk', 'pasword', 'nama', 'id']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
masih lum paham saya..gagal trus daftar.tolong di bantu,"['lum', 'paham', 'sayagagal', 'daftartolong', 'bantu']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
katanya email sudah terdaftar tapi di log in tidak bisa aplikasi apa ini tolong donk di permudah lagi butuh banget buat syarat pinjaman di persulit amat,"['email', 'daftar', 'log', 'tolong', 'mudah', 'butuh', 'banget', 'syarat', 'pinjam', 'sulit']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"susah banget masuk ke aplikasi ini,lebih baik diperbaiki systemnya","['susah', 'banget', 'masuk', 'inilebih', 'baik', 'systemnya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"good job.. sukses selalu.. mudah ternyata ""malu bertanya sesat dijalan"" nanya aja","['good', 'job', 'sukses', 'mudah', 'malu', 'sesat', 'jalan']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
gimana sich bikin nya susah amat...udh login eee pas msuk gabisa,"['sih', 'bikin', 'nya', 'susah', 'amatudh', 'login', 'eee', 'pas', 'masuk', 'enggak bisa']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
aplikasi kok susah sekali buat masuk,"['susah', 'masuk']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Alikasi tidak bermutu,"['alikasi', 'mutu']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
buruk banget aplikasinya kenapa conection jelek terus padahal sinyal full pak bu tolong dong sistem nya di benerin,"['buruk', 'banget', 'aplikasi', 'conection', 'jelek', 'sinyal', 'full', 'bu', 'tolong', 'sistem', 'nya', 'benerin']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"ni aplikasi gimana ya...mau register aja ga ada koneksi melulu,padahal jaringan internet lancara jaya dipersulit banget sue doangan!!!","['nih', 'yamau', 'register', 'koneksi', 'melulupadahal', 'jaring', 'internet', 'lancara', 'jaya', 'sulit', 'banget', 'sue', 'doang']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"saya kasih bintang 2 dulu dah, nanti saya tambah lagi kalau bagus. coba admin tolong kenapa pada saat regerist koq susah bener. bilangnya check jaringan kerja anda.. payaah","['kasih', 'bintang', 'deh', 'bagus', 'coba', 'admin', 'tolong', 'regerist', 'susah', 'bilang', 'check', 'jaring', 'kerja', 'payaah']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"bagaimana ini,kok setiap daftar ada notifikasi email sudah digunakan di akulaku,apa hubungannya?terus saya harus pakai email lain?lah email saya yg selalu saya gunakan cuma satu...","['inikok', 'daftar', 'notifikasi', 'email', 'akulakuapa', 'hubungannyaterus', 'pakai', 'email', 'lain', 'email']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
berapa lama saya harus nunggu dapet emailnya. udah diregister sampai berkali-kali.,"['tunggu', 'email', 'register', 'berkalikali']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"mau resset password tp email gda masuk,gmn.???","['resset', 'password', 'email', 'enggak ada', 'masukgmn']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"saya dapat email katanya id dan password sudah diemail ke spam tapi saya cek belum ada juga, sudah 2 hari. saya email cs gadirespon, saya telpon gadiangkat, ini gimana ya","['email', 'id', 'password', 'email', 'spam', 'cek', 'email', 'cs', 'gadirespon', 'telpon', 'gadiangkat', 'ya']",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
aplikasi GOBLOK kenapa harus ada aplikasi ini. yang download urungkan niatnya dan platfon yang kerja sama aplikasi ini. mikir2 lagi deh. udah daftar tidak bisa login koneksi bermasalah terus padahal koneksi fast internet. APLIKASI TOLOL.RATE BINTANG 1,"['goblok', 'download', 'urung', 'niat', 'platfon', 'kerja', 'mikir', 'deh', 'daftar', 'login', 'koneksi', 'masalah', 'koneksi', 'fast', 'internet', 'tololrate', 'bintang']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
"tidak sesulit yang orang2 katakan, bahkan sangat mudah gak sampai 1 jam akun saya terverifikasi.. dan proses ttd nya jugak gak ribet","['sulit', 'orang', 'mudah', 'jam', 'akun', 'verifikasi', 'proses', 'ttd', 'nya', 'ribet']",2,1,2,2,2,1,2,2,0,0,0,0,0,0,0,0
ini aplikasi buat kesel aplikasi lemot lama proses gak bermanfaat.. kalo bukan karna aku laku gak akan ada yg pake aplikasi ini... yg buat orang otaknya terlalu cerdas makanya ribet seharusnya aku laku gak pake aplikasi ribet begini gak jelas,"['kesel', 'lot', 'proses', 'manfaat', 'kalo', 'laku', 'pakai', 'orang', 'otak', 'cerdas', 'ribet', 'laku', 'pakai', 'ribet']",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"ini aplikasi apa yah gak membantu,malah nyusahin,gak jelas,jelas""email sdh bener pasword sdh bener,masih jg salah,gak bisa masuk conekting terus,jelas""pake wifi","['ya', 'membantumalah', 'nyusahingak', 'jelasjelasemail', 'pasword', 'benermasih', 'salahgak', 'masuk', 'conekting', 'terusjelaspake', 'wifi']",1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
pelayanny sangat lama. mau ubah nomer telepon aja harus 1x24jam.. kecewa banget.,"['pelayanny', 'ubah', 'nomer', 'telepon', 'xjam', 'kecewa', 'banget']",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"sudah download dan sudah daftar, pas mau log in katanya tidak benar, padahal sudah benar..hufttt.. kenapa jadi ribet yah akulaku pakai aplikasi seperti ini!!","['download', 'daftar', 'pas', 'log', 'benarhufttt', 'ribet', 'ya', 'pakai']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
ga bisa masuk sm sekali padahal udh terdaftar,"['masuk', 'daftar']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"brengsek, ide card lgsg lancar, giliran selfie malah ga bisa""... payah ga canggih koneksi lo atau lo mau mainin data gue!","['brengsek', 'ide', 'card', 'langsung', 'lancar', 'gilir', 'selfie', 'payah', 'canggih', 'koneksi', 'lo', 'lo', 'mainin', 'data', 'gue']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
kenapa sy mau registrasi tp gagal terus ya min? tolong dibantu,"['registrasi', 'gagal', 'ya', 'min', 'tolong', 'bantu']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ini aplikasi kenapa busuk sekalii,['busuk'],0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"Daftar gagal mulu udah brapa kali, foto kurang jelas trus, pdahal udh kurang jelas gmn, yg cek kotok kali ya matanya..","['daftar', 'gagal', 'mulu', 'kali', 'foto', 'cek', 'kotok', 'kali', 'ya', 'mata']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
saya sudah menerima email bahwa email dan no hp sudah terferivikasi tapi tida men dapatkan privyid dan password,"['terima', 'email', 'email', 'no', 'hp', 'terferivikasi', 'tida', 'men', 'dapat', 'password']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ko ga bisa2 register si padahal internetnya lacar jaya kecewa,"['register', 'sih', 'internetnya', 'lacar', 'jaya', 'kecewa']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
"Saya Hernawati Simbolon, saya pemilik akun akulaku. Dengan proses yg sangat panjang & hrs hard compln. akhir nya tandatangan elektronik done. thank privy udh bantu sampe selesai","['hernawati', 'simbolon', 'milik', 'akun', 'proses', 'hard', 'compln', 'nya', 'tandatangan', 'elektronik', 'done', 'thank', 'bantu', 'selesai']",0,0,0,0,2,2,2,2,0,0,2,0,0,0,0,0
Daftarnya muter muter terus d login mlh g bisa,"['daftar', 'muter', 'muter', 'login']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"fast respon , mantapp","['fast', 'respon', 'mantap']",0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
"mudah digunakan, gk ribet.","['mudah', 'ribet']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
very usefull app,"['very', 'usefull', 'app']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
kenapa susah masuk ke akun,"['susah', 'masuk', 'akun']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
kenapa susah banget registrasinya,"['susah', 'banget', 'registrasi']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
gak jelas asuu..... saya buat pake email saya katanya uda terdaftar di akulaku jadinya gak bisa... lah trus gimana.... selama ini lom dapet id privy dan password nya selama pake apps akulaku...,"['asuu', 'pakai', 'email', 'daftar', 'lom', 'id', 'password', 'nya', 'pakai', 'apps']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
respon nya kurang di tlpn no cs nya seminggu ga di angkat. komplen pergantian nomer.. jelek..sekali respon nya.,"['respon', 'nya', 'tlpn', 'no', 'cs', 'nya', 'minggu', 'angkat', 'komplen', 'ganti', 'nomer', 'jeleksekali', 'respon', 'nya']",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"Aplikasi tai, gw coba melengkapi tanda tangan digital lewat aplikasi Akulaku katanya akan di kirim lewat email, udah gw tunggu kagak ada sama sekali email yang terkirim, trs gw buka lagi aplikasi Akulaku malah pendaftaran gagal. Gw coba klik lagi tombol lengkapi tanda tangan digital di aplikasi Akulaku malah kagak bisa-bisa sampai sekarang. Gw coba cara manual dgn cara download aplikasi ini, tapi gak ada sama sekali email yang terkirim untuk verifikasi. Makanya gw bilang ini aplikasi paling tai.","['tahi', 'gue', 'coba', 'lengkap', 'tanda', 'tangan', 'digital', 'kirim', 'email', 'gue', 'tunggu', 'kagak', 'email', 'kirim', 'gue', 'buka', 'daftar', 'gagal', 'gue', 'coba', 'klik', 'tombol', 'lengkap', 'tanda', 'tangan', 'digital', 'kagak', 'bisabisa', 'gue', 'coba', 'manual', 'download', 'email', 'kirim', 'verifikasi', 'gue', 'bilang', 'tahi']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"sebenernya ada gunanya kok buat akun akulaku, hanya saja memang harus ngerti banget cara menggunakannya, klo yg gak ngerti mah pasti app ini di bilang gak bagus, padahal caranya dh jelas, klo kurang jelas, kita login ke akulaku, mending klo sdh konek sm privyid nanya aja sm CS privyid lsg disitunya, saya aja seharian bikin akulaku lsg cair malemnya. makasih privyid","['guna', 'akun', 'erti', 'banget', 'guna', 'kalo', 'erti', 'mah', 'app', 'bilang', 'bagus', 'dah', 'kalo', 'login', 'mending', 'kalo', 'konek', 'cs', 'langsung', 'situ', 'hari', 'bikin', 'langsung', 'cair', 'malemnya', 'terima kasih']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Actually this application is really helpful, and Hopefully PrivyID will make signature become more practical in the future. Impressive Work! and Keep on developing this apps...","['actually', 'this', 'application', 'is', 'really', 'helpful', 'and', 'hopefully', 'will', 'pakai', 'signature', 'become', 'more', 'practical', 'the', 'future', 'impressive', 'work', 'and', 'keep', 'on', 'developing', 'this', 'apps']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Saya kasih bintang satu lah saya kecewa dengan aplikasi ini tidak masuk, padahal password sama email sudah benar mengapa ini tidak bisa tolong lah di tanggung jawab kan saya sudah coba dari kemarin tidak bisa juga!!!","['kasih', 'bintang', 'kecewa', 'masuk', 'password', 'email', 'tolong', 'tanggung', 'coba', 'kemarin']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ini gimana sih.. Saya daftar ga bisa katanya Email/Nomor suda terdaftar di AkuLaku... Trus saya Login juga ga bisa.. Katanya User tidak ditemukan.. Gimana sih.. Udah jelas saya download aplikasi ini karena AkuLaku, tapi kenapa ga bisa Login? Mana ga ada tombol bantuan lagi..","['sih', 'daftar', 'emailnomor', 'daftar', 'login', 'user', 'temu', 'sih', 'download', 'login', 'tombol', 'bantu']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sudah daftar pake emailku.. tapi ngak bisa masuk.. ini emang sindikat dengan akulaku untuk mempersulit mendapatkan pinjaman,"['daftar', 'pakai', 'email', 'masuk', 'sindikat', 'sulit', 'pinjam']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"Kayanya memang ruwet bener app ini.... Kita mau daftar utk kepentingan di akulaku, ketika masukan email koq warningnya ""email sudah terdaftar di akulaku"".... Lha kan memang utk kepentingan di akulaku.... ga bisa daftar jadinya.... perlu pembenahan app kayanya","['kaya', 'ruwet', 'app', 'daftar', 'penting', 'masuk', 'email', 'warningnya', 'email', 'daftar', 'penting', 'daftar', 'benah', 'app', 'kaya']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
Alhamdulillah mempermudah saya dalam ttd dokumen dari Jakarta dimana saya berasal dari Jogja.,"['alhamdulillah', 'mudah', 'ttd', 'dokumen', 'jakarta', 'mana', 'asal', 'jogja']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
saya tidak mendapatkan email terkait dengan informasi ID dan password,"['email', 'kait', 'informasi', 'id', 'password']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
semoga makin berkembang,"['moga', 'kembang']",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"terpercaya, bisa di andalkan, identitas terjamin kerahasiannya,","['percaya', 'andal', 'identitas', 'jamin', 'kerahasiannya']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Dengan adanya Tanda Tangan Digital, lebih mudah dalam menandatangani dokumen tanpa harus repot bolak balik dari satu tempat ke tempat lain. Tanda tangan digital dari PrivyID sah secara hukum dan juga terenkripsi. Jadi data aman, tidak bisa di palsukan. 
👍👍","['tanda', 'tangan', 'digital', 'mudah', 'menandatangani', 'dokumen', 'repot', 'bolak', 'tanda', 'tangan', 'digital', 'sah', 'hukum', 'enkripsi', 'data', 'aman', 'palsu']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
padahal emailnya udah terferivikasi..knp pas log in g bisa..susah amat masuknya..,"['email', 'terferivikasiknp', 'pas', 'log', 'bisasusah', 'masuk']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Oke pokok nya,"['oke', 'pokok', 'nya']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"Privyid mempersulit kita, kita sebagai pelanggan akulaku jd tidak bisa menggunakan akun karena tidak bisa tt karena sulit ya verifikasi di Privyid,,,semoga akulaku me evaluasi kendala ini,,,kalaupun tidak,,, berarti selamat tinggal akulaku,,, kita pindah ke aplikasi lain,,,terima kasih","['sulit', 'langgan', 'akun', 'tt', 'sulit', 'ya', 'verifikasi', 'privyidsemoga', 'me', 'evaluasi', 'kendala', 'inikalaupun', 'selamat', 'tinggal', 'pindah', 'lainterima', 'kasih']",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"Aplikasi yg bagus dan bermanfaat, menyediakan layanan yg membantu tim dan bisnis bekerja jd bisa lebih efisien kerjanya.. 👍😊 sukses terus PrivyID ..","['bagus', 'manfaat', 'sedia', 'layan', 'bantu', 'tim', 'bisnis', 'efisien', 'kerja', 'sukses']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
patut dicoba yah gaisss mudah2an ada manfaatnya,"['patut', 'coba', 'ya', 'gaisss', 'mudah', 'manfaat']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
"pantas atau tidak untuk bekerja sama ? publik yang menjawab!!!, katanya memberi ke mudahan ini malah sebaliknya untuk saya pribadi. ""kata nya untuk menjaga rahasia',? jika di kemudian hari terjadi apapun pasti akan ada pertanggung jawaban dari pihak kalian.? karena data diri saya sudah terverivikasi, tapi ini aplikasinya tidak berfungsi.","['publik', 'mudah', 'pribadi', 'nya', 'jaga', 'rahasia', 'apa', 'tanggung', 'data', 'terverivikasi', 'aplikasi', 'fungsi']",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"saya kecewa dengan aplikasi ini. saya mau tanda tangan digital d aplikasi sama akulaku no telp nya berbeda.saya sudah email n chat tapi harus menunggu lagi buat di gantikan no telp nya. ribet prosesnya di telp ke cs nya 20x ga ada yang angkat, d email ga respon","['kecewa', 'tanda', 'tangan', 'digital', 'no', 'telp', 'nya', 'berbedasaya', 'email', 'n', 'chat', 'tunggu', 'ganti', 'no', 'telp', 'nya', 'ribet', 'proses', 'telp', 'cs', 'nya', 'kali', 'angkat', 'email', 'respon']",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
Susah bngt daftar ny,"['susah', 'banget', 'daftar', 'nya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Sulit Mendaftar Tanda Tangan Elektronik Di Akulaku !!! Masuk Aplikasi Akulaku Di Menu Bill - Tanda Tangan Elektronik - Pendaftaran Gagal ! Padahal Di Privyid Sudah Terdaftar , Cara Nya Gimana ???!!!","['sulit', 'daftar', 'tanda', 'tangan', 'elektronik', 'masuk', 'menu', 'bill', 'tanda', 'tangan', 'elektronik', 'daftar', 'gagal', 'daftar', 'nya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
apk gak jelas,['apk'],0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
mana ni idnya ga ada cuman da selamat sudah terverivikasi...trus mau masuknya pake id yg mana..ga ada.,"['nih', 'idnya', 'cuman', 'dah', 'selamat', 'terverivikasitrus', 'masuk', 'pakai', 'id', 'managa']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
gimna udah ter daptr tpi gk gk bisa masuk gimna ni...,"['ter', 'daptr', 'masuk', 'nih']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Selamat malam privyid. Saya udh success login nih ,lantas langkah selanjutnya apa ya? Saya coba upload doc namun tidak bisa. Mohon untuk tutorialnya","['selamat', 'malam', 'success', 'login', 'nih', 'lantas', 'langkah', 'ya', 'coba', 'upload', 'doc', 'mohon', 'tutorial']",2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
knp ko pasword nya ga ad udah buka imel..padahal udah dpet pembritahuan,"['pasword', 'nya', 'buka', 'imelpadahal', 'dpet', 'pembritahuan']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
saya mau register tapi knp email na dia bilng sudah terdaftar di aku laku... maksud na apah yha... apah perlu bikin email baru ....baru bisa masuk apah,"['register', 'email', 'nya', 'bilang', 'daftar', 'laku', 'maksud', 'nya', 'ya', 'bikin', 'email', 'masuk']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Aplikasi buang2 kuota aja setiap login email or pasword salah dh ganti pasword masih tetap salah lagi harus ganti pasword lg... Dh ganti pasword pas login pasword salah lagi dh gitu2 aja mpe batere hp w abis,"['buang', 'kuota', 'login', 'email', 'orang', 'pasword', 'salah', 'dah', 'ganti', 'pasword', 'salah', 'ganti', 'pasword', 'dah', 'ganti', 'pasword', 'pas', 'login', 'pasword', 'salah', 'dah', 'mpe', 'batere', 'hp', 'gue', 'habis']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
in aplikasi apa sih ktanya srh kirm lwt email tp dikirm lwt email slu failed n pengiriman slu gagal tlg bntuannya....,"['sih', 'srh', 'kirm', 'email', 'dikirm', 'email', 'slu', 'failed', 'n', 'kirim', 'slu', 'gagal', 'tolong', 'bntuannya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"sampau detik ini, sudah sepuluh kali registrasi belum juga bisa diverifikasi, padahal kata aplikasinya hanya butuh waktu 3-30 menit. udah gitu nggak ada pemberitahuan masalahnya apa... sangat menjengkelkan....","['sampau', 'detik', 'puluh', 'kali', 'registrasi', 'verifikasi', 'aplikasi', 'butuh', 'menit', 'pemberitahuan', 'jengkel']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Gimanasihh udah registrasi tapi ttep aja ga bisa,, suruh nunggu 3-30menit tatapi mana, ga bisa muncul2,,, tolong sih bantu buat proses nya. .Kalau pingin bintang 5 itu aplikasi nya harus bagus dong...","['gimanasihh', 'registrasi', 'suruh', 'tunggu', 'menit', 'tatap', 'muncul', 'tolong', 'sih', 'bantu', 'proses', 'nya', 'pengin', 'bintang', 'nya', 'bagus']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
thanks buat privyid😁😁😁,['thanks'],0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
Saya sudah kirim email tidak ditanggapi sama sekali,"['kirim', 'email', 'tanggap']",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
knpa ini verifikasi nya lama sekali,"['verifikasi', 'nya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
aplikasi berjalan lambat susah utk dibuka nya,"['jalan', 'lambat', 'susah', 'buka', 'nya']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Aplikasi nya sangat membantu,"['nya', 'bantu']",0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
susah amat bikin akun disini,"['susah', 'bikin', 'akun']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ko verivikasi'y lama bgt yah ditulisan'y sih 3-30 menit aja tpi ko lama,"['verivikasiy', 'banget', 'ya', 'ditulisany', 'sih', 'menit']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
gmn mau tanda tangan digital daptar ja susah jgn buat kosumen kecewa saya yakin yang mau tanda tangan d gital itu nasabah yang amanah jgn bikin kecewa.,"['tanda', 'tangan', 'digital', 'daptar', 'susah', 'kosumen', 'kecewa', 'tanda', 'tangan', 'gital', 'nasabah', 'amanah', 'bikin', 'kecewa']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kasian AKULAKU rantingnya turun gara-gara ini aplikasi yang super lelet gak jelas,biasanya pinjam uang 5 menit cair,ini malah jadi ribet. Sungguh sangat dikecewakan.","['kasihan', 'ranting', 'turun', 'garagara', 'super', 'lelet', 'jelasbiasanya', 'pinjam', 'uang', 'menit', 'cairini', 'ribet', 'sungguh', 'kecewa']",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
ga bisa dftr asem,"['dftr', 'asem']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"ini saya udah dapat konfirmasi email aktf /terferivikasi ,tapi knapa Login failed terusss","['konfirmasi', 'email', 'aktf', 'terferivikasi', 'knapa', 'login', 'failed']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"proses verifikasi nya lama, saya sudah kirim email tapi masih blm ada respon secepatnya","['proses', 'verifikasi', 'nya', 'kirim', 'email', 'respon', 'cepat']",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"kinerja lambat, proses verifikasinya berjam-jam","['kerja', 'lambat', 'proses', 'verifikasi', 'berjamjam']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
saya udh download kenapa pas daftar gk bisa tulisanya email dan nomor anda sudah terdaftar di akulaku.. tolong bantuanya,"['download', 'pas', 'daftar', 'tulisanya', 'email', 'nomor', 'daftar', 'tolong', 'bantuanya']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
knapa veryfikasinya lama banget,"['knapa', 'veryfikasinya', 'banget']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
